repair_id,garage_id,user_id,damage_type,damage_location,repair_category,user_location_lat,user_location_lon,distance_to_garage,vehicle_make,vehicle_year,final_cost,estimated_cost,completion_days,user_satisfied,satisfaction_score,would_recommend,repair_date,parts_replaced,insurance_claimed
REP0086,GAR056,USER256,minor,trunk,body_work,6.986743,79.990409,16.95,Toyota,2014,29391,33421,3,0,0.477,0,2023-02-17,paint,0
REP0087,GAR011,USER300,minor,trunk,body_work,6.668028,79.984443,14.34,Suzuki,2016,29919,26053,3,0,0.643,1,2023-11-28,"ac_condenser,side_mirror",0
REP0088,GAR078,USER377,moderate,trunk,paint_work,7.012037,79.905781,14.0,Nissan,2015,65235,53102,5,0,0.557,0,2024-05-20,door_panel,1
REP0089,GAR043,USER064,minor,headlight,electrical,6.678668,79.847842,19.64,Suzuki,2018,29407,32979,1,1,0.737,1,2024-11-13,"front_bumper,radiator",0
REP0090,GAR054,USER359,minor,hood,body_work,6.910679,80.010308,9.26,Toyota,2015,22407,25874,1,0,0.645,1,2023-02-07,trunk_lid,0
REP0091,GAR075,USER177,minor,front_bumper,body_work,6.857153,79.753126,19.28,Toyota,2014,23499,27660,3,1,0.589,0,2024-07-18,fender,1
REP0092,GAR054,USER387,moderate,side_mirror,body_work,6.871691,79.981394,4.67,Suzuki,2020,35913,31749,4,1,0.774,1,2023-03-26,"front_bumper,side_mirror",0
REP0093,GAR017,USER400,moderate,headlight,electrical,6.862158,79.969899,19.87,Honda,2012,118698,105850,5,1,0.528,0,2023-12-27,fender,1
REP0094,GAR047,USER032,moderate,windshield,general_repair,6.978396,80.07935,13.68,Honda,2015,71751,85598,7,1,0.633,1,2024-03-01,"grill,radiator",0
REP0095,GAR052,USER231,moderate,fender,paint_work,6.825736,79.749141,12.21,Honda,2018,71049,61526,3,1,0.817,1,2023-09-01,ac_condenser,1
REP0096,GAR037,USER109,minor,windshield,general_repair,7.037209,80.018558,13.84,Mercedes,2017,28744,23880,2,1,0.625,0,2024-10-12,paint,0
REP0097,GAR098,USER383,severe,rear_bumper,body_work,6.710813,79.784744,18.88,Toyota,2018,247438,284388,7,1,0.738,1,2023-10-27,"ac_condenser,door_panel,headlight,hood",1
REP0098,GAR090,USER345,minor,rear_bumper,body_work,6.771127,79.813051,13.65,Suzuki,2018,14152,12638,3,1,0.626,0,2024-03-14,door_panel,1
REP0099,GAR002,USER351,moderate,side_door,body_work,6.856962,80.084736,19.22,Honda,2017,105658,89449,5,1,0.717,1,2023-10-31,tail_light,0
REP0100,GAR020,USER130,moderate,trunk,body_work,6.917084,79.951269,7.28,Nissan,2020,50772,57949,7,1,0.7,1,2024-07-23,"grill,paint,windshield",0
REP0101,GAR080,USER131,severe,side_mirror,electrical,7.087938,79.76576,17.25,Suzuki,2016,258455,285433,15,1,0.769,1,2023-05-09,"radiator,tail_light,trunk_lid",1
REP0102,GAR076,USER384,minor,side_mirror,electrical,6.668645,79.84437,15.55,Toyota,2015,22093,18982,3,1,0.618,1,2023-02-06,trunk_lid,0
REP0103,GAR026,USER124,moderate,rear_bumper,paint_work,6.940068,79.746893,17.41,Honda,2014,66225,53097,7,0,0.588,0,2024-07-30,"door_panel,paint,trunk_lid",1
REP0104,GAR001,USER245,moderate,side_mirror,electrical,6.818142,79.867749,12.38,Honda,2013,81618,96668,3,1,0.651,1,2023-06-28,"front_bumper,trunk_lid",0
REP0105,GAR007,USER234,moderate,side_door,body_work,6.850107,79.891377,17.43,Suzuki,2023,71075,81556,5,0,0.585,0,2024-01-17,"door_panel,side_mirror,windshield",0
REP0106,GAR096,USER280,minor,fender,general_repair,6.802416,79.726746,16.26,Suzuki,2013,21622,25375,1,1,0.72,0,2023-11-23,ac_condenser,0
REP0107,GAR011,USER245,severe,rear_bumper,body_work,6.859897,79.968921,17.62,Nissan,2015,410651,463202,10,1,0.699,1,2023-03-07,"front_bumper,headlight,hood,radiator",0
REP0108,GAR001,USER380,severe,windshield,glass_repair,6.835446,79.82707,14.56,Toyota,2013,363871,436537,12,1,0.589,0,2024-01-02,"front_bumper,grill",1
REP0109,GAR017,USER167,minor,headlight,body_work,6.870727,79.770099,16.09,Honda,2020,35671,31180,2,1,0.611,0,2023-04-14,"door_panel,windshield",0
REP0110,GAR039,USER357,severe,fender,body_work,6.719348,79.893637,5.86,Toyota,2020,388106,449568,6,1,0.688,0,2023-09-10,"ac_condenser,hood,rear_bumper,side_mirror,tail_light",1
REP0111,GAR002,USER207,minor,hood,body_work,6.971451,79.829807,13.6,Suzuki,2013,36861,42120,1,1,0.776,1,2024-02-07,"door_panel,tail_light",1
REP0112,GAR090,USER226,moderate,headlight,body_work,6.832801,79.934637,10.96,Nissan,2016,61212,55053,3,1,0.702,1,2023-03-14,"ac_condenser,door_panel,front_bumper",1
REP0113,GAR096,USER354,minor,hood,body_work,6.902638,80.006577,18.41,Mercedes,2020,19896,23383,3,1,0.827,1,2023-03-30,"fender,rear_bumper",0
REP0114,GAR023,USER190,moderate,side_door,body_work,6.788209,79.727688,9.68,Suzuki,2012,95213,107299,3,1,0.684,1,2024-05-24,rear_bumper,1
REP0115,GAR082,USER309,minor,windshield,glass_repair,6.897292,79.844139,13.23,Suzuki,2015,23882,27730,2,1,0.612,0,2023-02-12,"hood,radiator",0
REP0116,GAR048,USER077,moderate,trunk,body_work,6.919471,80.067462,11.68,Honda,2015,82018,71865,5,1,0.623,0,2024-11-17,"door_panel,grill,hood",0
REP0117,GAR086,USER261,minor,windshield,general_repair,6.744054,79.893541,7.46,Honda,2018,20635,17051,2,1,0.626,0,2023-12-12,"ac_condenser,side_mirror",0
REP0118,GAR036,USER054,minor,rear_bumper,paint_work,6.671766,79.949851,18.58,Toyota,2005,28567,23511,3,1,0.677,0,2024-05-07,side_mirror,0
REP0119,GAR039,USER276,moderate,trunk,general_repair,6.765702,80.03597,16.36,Mitsubishi,2021,110416,91904,3,1,0.528,0,2024-10-08,"fender,tail_light",0
REP0120,GAR072,USER296,severe,side_door,body_work,6.715313,79.964858,6.86,Suzuki,2013,408976,482425,7,1,0.686,1,2023-08-22,"ac_condenser,front_bumper,grill,radiator,side_mirror",0
REP0121,GAR068,USER349,moderate,windshield,glass_repair,6.845211,79.942991,3.42,Suzuki,2011,66641,79827,7,0,0.651,1,2023-09-09,"ac_condenser,paint",0
REP0122,GAR027,USER126,minor,rear_bumper,general_repair,6.890375,79.950651,11.35,Toyota,2018,26803,21479,1,1,0.759,1,2024-10-18,paint,0
REP0123,GAR035,USER378,minor,windshield,glass_repair,6.814041,79.850395,8.63,Toyota,2011,22896,18343,3,0,0.517,0,2024-01-16,grill,0
REP0124,GAR001,USER113,severe,fender,body_work,6.606529,79.986257,18.34,Nissan,2017,395567,465608,13,0,0.649,0,2024-07-21,"radiator,side_mirror",0
REP0125,GAR048,USER368,moderate,windshield,glass_repair,6.900348,79.818341,16.31,Toyota,2016,103029,119043,3,0,0.598,0,2024-03-31,"ac_condenser,headlight",0
REP0126,GAR040,USER130,moderate,side_door,paint_work,6.855381,79.872689,10.2,Toyota,2015,111044,96688,3,1,0.749,1,2024-10-09,"fender,windshield",0
REP0127,GAR015,USER096,moderate,side_door,general_repair,6.963498,79.858283,14.03,Toyota,2012,79893,89515,4,1,0.615,1,2024-09-27,radiator,0
REP0128,GAR024,USER333,minor,front_bumper,body_work,6.913942,79.920111,13.87,Suzuki,2018,20919,24594,2,1,0.708,0,2023-08-19,"hood,trunk_lid",0
REP0129,GAR002,USER351,moderate,trunk,paint_work,6.914517,79.805058,12.42,Toyota,2012,112945,133116,3,0,0.698,1,2023-07-06,tail_light,0
REP0130,GAR047,USER061,moderate,windshield,glass_repair,7.081514,80.00264,10.87,Nissan,2016,58174,48214,4,1,0.613,0,2024-08-05,"ac_condenser,door_panel,grill",0
REP0131,GAR019,USER379,minor,side_mirror,electrical,6.897077,79.837954,13.33,Nissan,2017,33770,37373,1,1,0.777,1,2023-08-13,hood,1
REP0132,GAR069,USER370,minor,hood,paint_work,6.756267,79.933323,7.75,Honda,2015,28305,32987,1,1,0.639,1,2024-11-18,hood,0
REP0133,GAR076,USER153,moderate,side_door,body_work,6.820361,79.913825,6.2,Toyota,2018,37668,42060,3,1,0.674,0,2023-07-18,"ac_condenser,hood,radiator",1
REP0134,GAR100,USER016,minor,trunk,general_repair,6.940849,80.049561,14.14,Suzuki,2014,38069,32531,1,0,0.507,0,2023-06-07,"fender,hood",0
REP0135,GAR055,USER192,moderate,front_bumper,body_work,6.836839,79.78366,14.2,Nissan,2016,71651,59525,6,1,0.55,0,2023-03-01,"door_panel,paint,tail_light",1
REP0136,GAR030,USER167,moderate,front_bumper,paint_work,6.788078,79.779107,3.87,Toyota,2014,90861,104711,5,1,0.718,1,2024-08-16,windshield,1
REP0137,GAR008,USER171,severe,front_bumper,body_work,6.895881,79.99505,13.74,Mitsubishi,2015,284893,240983,12,1,0.642,1,2023-05-25,"ac_condenser,door_panel,headlight,rear_bumper,side_mirror",1
REP0138,GAR051,USER271,severe,windshield,glass_repair,6.731932,79.781002,7.01,BMW,2014,308812,261654,13,0,0.591,0,2023-04-06,"door_panel,hood",0
REP0139,GAR039,USER251,minor,trunk,paint_work,6.688391,79.946941,11.33,Nissan,2013,38020,30652,1,0,0.621,1,2024-01-03,"fender,grill",0
REP0140,GAR076,USER384,minor,hood,general_repair,6.884964,79.996104,17.39,Nissan,2013,20084,22158,2,1,0.693,0,2023-04-01,radiator,0
REP0141,GAR003,USER284,moderate,headlight,electrical,7.018897,79.703834,18.38,Honda,2020,79906,92017,3,1,0.641,0,2023-07-21,"front_bumper,windshield",0
REP0142,GAR099,USER016,minor,windshield,glass_repair,7.03714,79.779598,19.32,Honda,2018,21066,18710,2,1,0.501,0,2023-01-16,"door_panel,trunk_lid",0
REP0143,GAR012,USER347,minor,front_bumper,paint_work,6.849056,79.788927,16.98,Toyota,2010,29434,26405,2,1,0.712,1,2024-02-15,tail_light,0
REP0144,GAR035,USER050,minor,trunk,body_work,6.727049,79.929997,19.39,Suzuki,2018,12956,14452,1,0,0.615,1,2024-07-24,ac_condenser,0
REP0145,GAR075,USER396,moderate,front_bumper,body_work,6.710042,80.027664,15.94,Mercedes,2015,70878,58823,5,1,0.525,0,2023-06-15,"fender,paint,windshield",0
REP0146,GAR096,USER116,moderate,fender,body_work,6.756664,79.988964,13.67,Nissan,2024,92349,76960,6,1,0.669,1,2023-05-01,"door_panel,hood,radiator",1
REP0147,GAR003,USER095,moderate,side_door,paint_work,7.156899,79.85753,18.9,Honda,2024,73118,61846,6,1,0.587,0,2024-10-31,"ac_condenser,hood",1
REP0148,GAR006,USER338,severe,rear_bumper,general_repair,6.835264,80.06452,10.65,Honda,2015,455520,378117,6,0,0.562,0,2023-05-21,"front_bumper,rear_bumper",1
REP0149,GAR096,USER118,moderate,front_bumper,paint_work,6.857973,79.882623,6.27,BMW,2018,85478,72393,4,1,0.749,1,2023-01-22,hood,1
REP0150,GAR050,USER123,minor,fender,body_work,6.886433,79.79846,13.67,Nissan,2020,30162,25335,2,1,0.704,1,2024-04-18,"front_bumper,headlight",0
REP0151,GAR060,USER344,minor,headlight,body_work,6.795046,79.730252,15.28,Nissan,2017,39797,32017,1,1,0.624,1,2023-04-16,"fender,tail_light",0
REP0152,GAR070,USER134,severe,rear_bumper,body_work,6.996431,80.031203,18.2,Suzuki,2017,439549,391732,7,1,0.6,1,2023-09-10,"grill,hood,side_mirror",1
REP0153,GAR090,USER342,moderate,rear_bumper,body_work,6.604398,79.887753,15.21,Mitsubishi,2010,38078,44785,4,1,0.53,0,2024-04-21,"grill,headlight",0
REP0154,GAR056,USER247,severe,headlight,general_repair,6.846923,79.868722,10.37,Toyota,2019,434281,371033,8,1,0.728,1,2023-10-02,"fender,hood,radiator",0
REP0155,GAR096,USER078,moderate,trunk,paint_work,6.738708,79.951637,11.11,Suzuki,2014,67113,60123,5,1,0.793,1,2023-10-13,"headlight,rear_bumper",0
REP0156,GAR021,USER144,severe,side_door,body_work,6.846647,79.876907,5.07,Honda,2013,260704,296927,10,1,0.588,0,2023-07-26,"door_panel,fender,grill",1
REP0157,GAR022,USER042,moderate,side_door,general_repair,6.712847,79.783751,12.4,Suzuki,2017,116684,138839,5,0,0.659,1,2023-10-22,radiator,0
REP0158,GAR096,USER229,moderate,fender,general_repair,6.723836,79.826947,10.15,Suzuki,2013,102992,87262,3,1,0.725,1,2024-04-18,side_mirror,0
REP0159,GAR097,USER182,minor,trunk,body_work,6.720076,79.956191,17.03,Nissan,2017,25916,21000,3,1,0.582,0,2023-03-17,door_panel,1
REP0160,GAR098,USER209,moderate,hood,paint_work,6.900408,79.663769,15.38,Nissan,2014,75296,61939,3,1,0.671,0,2024-09-29,"headlight,hood,tail_light",1
REP0161,GAR056,USER020,moderate,side_door,body_work,6.919143,79.675243,18.86,Honda,2018,65102,72028,6,1,0.635,0,2023-10-24,"radiator,trunk_lid",1
REP0162,GAR014,USER182,minor,front_bumper,paint_work,6.638022,79.781,19.11,Honda,2024,19267,22417,1,0,0.428,0,2024-07-23,"grill,side_mirror",0
